114
0;Paio Pires (C);0
1;Seixal (Tf);7
2;Seixal;2
3;Arrentela;5
4;Torre da Marinha;7
5;Fogueteiro;3
6;Cruz de Pau (C);8
7;Corroios;5
8;Laranjeiro;7
9;Cacilhas;11
+++
0;9;1,2,3,4,5;5:5
0;9;1,2,3,4,5;5:30
0;9;1,2,3,4,5;5:50
0;9;1,2,3,4,5;6:10
0;9;1,2,3,4,5;6:30
0;9;1,2,3,4,5;6:50
0;9;1,2,3,4,5;7:10
0;9;1,2,3,4,5;7:30
0;9;1,2,3,4,5;7:50
0;9;1,2,3,4,5;8:10
0;9;1,2,3,4,5;8:30
0;9;1,2,3,4,5;8:50
0;9;1,2,3,4,5;9:10
0;9;1,2,3,4,5;9:30
0;9;1,2,3,4,5;9:55
0;9;1,2,3,4,5;10:30
0;9;1,2,3,4,5;11:0
0;9;1,2,3,4,5;11:30
0;9;1,2,3,4,5;12:0
0;9;1,2,3,4,5;12:30
0;9;1,2,3,4,5;13:0
0;9;1,2,3,4,5;13:30
0;9;1,2,3,4,5;14:0
0;9;1,2,3,4,5;14:30
0;9;1,2,3,4,5;15:0
0;9;1,2,3,4,5;15:30
0;9;1,2,3,4,5;16:0
0;9;1,2,3,4,5;16:30
0;9;1,2,3,4,5;17:5
0;9;1,2,3,4,5;17:40
0;9;1,2,3,4,5;18:15
0;9;1,2,3,4,5;18:35
0;9;1,2,3,4,5;19:0
0;9;1,2,3,4,5;19:20
0;9;1,2,3,4,5;19:45
0;9;1,2,3,4,5;20:5
0;9;1,2,3,4,5;20:30
0;9;1,2,3,4,5;20:45
0;9;1,2,3,4,5;21:0
0;9;6,7;5:15
0;9;6;5:35
0;9;7;5:45
0;9;6;5:55
0;9;6;6:15
0;9;6;6:35
0;9;6;6:55
0;9;7;6:45
0;9;6,7;7:45
0;9;6,7;8:45
0;9;6,7;9:45
0;9;6,7;10:45
0;9;6,7;11:30
0;9;6,7;12:0
0;9;6,7;12:30
0;9;6,7;13:0
0;9;6,7;13:30
0;9;6,7;14:0
0;9;6,7;14:30
0;9;6,7;15:0
0;9;6,7;15:30
0;9;6,7;16:0
0;9;6,7;16:30
0;9;6,7;17:0
0;9;6,7;17:30
0;9;6,7;18:0
0;9;6;18:30
0;9;7;18:45
0;9;6;19:0
0;9;6,7;19:30
0;9;6,7;20:15
0;9;6,7;21:0
6;0;1,2,3,4,5;5:40
9;0;1,2,3,4,5;5:50
9;0;1,2,3,4,5;6:20
9;0;1,2,3,4,5;6:45
9;0;1,2,3,4,5;7:10
9;0;1,2,3,4,5;7:30
9;0;1,2,3,4,5;7:50
9;0;1,2,3,4,5;8:10
9;0;1,2,3,4,5;8:35
9;0;1,2,3,4,5;8:55
9;0;1,2,3,4,5;9:35
9;0;1,2,3,4,5;10:0
9;0;1,2,3,4,5;10:30
9;0;1,2,3,4,5;11:0
9;0;1,2,3,4,5;11:30
9;0;1,2,3,4,5;12:0
9;0;1,2,3,4,5;12:30
9;0;1,2,3,4,5;13:0
9;0;1,2,3,4,5;13:30
9;0;1,2,3,4,5;14:0
9;0;1,2,3,4,5;14:30
9;0;1,2,3,4,5;15:0
9;0;1,2,3,4,5;15:30
9;0;1,2,3,4,5;16:0
9;0;1,2,3,4,5;16:25
9;0;1,2,3,4,5;17:0
9;0;1,2,3,4,5;17:20
9;0;1,2,3,4,5;17:45
9;0;1,2,3,4,5;18:0
9;0;1,2,3,4,5;18:20
9;0;1,2,3,4,5;18:45
9;0;1,2,3,4,5;19:0
9;0;1,2,3,4,5;19:20
9;0;1,2,3,4,5;19:45
9;0;1,2,3,4,5;20:10
9;0;1,2,3,4,5;20:40
9;0;6;5:55
9;0;6;6:15
9;0;7;6:0
9;0;6;6:40
9;0;7;6:45
9;0;6,7;7:45
9;0;6,7;8:45
9;0;6,7;9:45
9;0;6,7;10:45
9;0;6,7;11:45
9;0;6,7;12:30
9;0;6,7;13:0
9;0;6,7;13:30
9;0;6,7;14:0
9;0;6,7;14:30
9;0;6,7;15:0
9;0;6,7;15:30
9;0;6,7;16:0
9;0;6,7;16:30
9;0;6,7;17:0
9;0;6,7;17:30
9;0;6,7;18:0
9;0;6,7;18:30
9;0;6,7;19:0
9;0;6,7;19:45
