195
0;Pinhal Conde Cunha;0
1;Cruz Pau (R 25 Abr);6
2;Medideira;2
3;Amora (Jardim);4
4;Fogueteiro;5
5;T Marinha (Mercado);7
6;T Marinha (Piscinas);1
7;Arrentela (Esc);5
8;Cavaquinhas;1
9;Seixal (C Saude);3
10;Seixal (Tf);2
+++
0;10;1,2,3,4,5;6:15
0;10;1,2,3,4,5;6:40
0;10;1,2,3,4,5;7:0
0;10;1,2,3,4,5;7:25
0;10;1,2,3,4,5;7:45
0;10;1,2,3,4,5;8:10
0;10;1,2,3,4,5;8:30
0;10;1,2,3,4,5;8:55
0;10;1,2,3,4,5;9:20
0;10;1,2,3,4,5;10:15
0;10;1,2,3,4,5;11:45
0;10;1,2,3,4,5;13:15
0;10;1,2,3,4,5;15:35
0;10;1,2,3,4,5;16:15
0;10;1,2,3,4,5;16:45
0;10;1,2,3,4,5;17:5
0;10;1,2,3,4,5;17:30
0;10;1,2,3,4,5;17:55
0;10;1,2,3,4,5;18:20
0;10;1,2,3,4,5;18:45
0;10;1,2,3,4,5;19:10
0;10;1,2,3,4,5;19:45
0;10;1,2,3,4,5;20:45
0;10;6;6:15
0;10;6,7;7:15
0;10;6,7;8:15
0;10;6,7;10:15
0;10;6,7;12:15
0;10;6,7;14:15
0;10;6,7;15:45
0;10;6,7;17:15
0;10;6,7;18:45
0;10;6,7;19:45
0;10;6;20:45
0;10;7;21:0
10;0;1,2,3,4,5;7:0
10;0;1,2,3,4,5;7:30
10;0;1,2,3,4,5;7:50
10;0;1,2,3,4,5;8:15
10;0;1,2,3,4,5;8:35
10;0;1,2,3,4,5;9:0
10;0;1,2,3,4,5;9:20
10;0;1,2,3,4,5;10:5
10;0;1,2,3,4,5;11:55
10;0;1,2,3,4,5;13:20
10;0;1,2,3,4,5;14:55
10;0;1,2,3,4,5;16:20
10;0;1,2,3,4,5;17:10
10;0;1,2,3,4,5;17:35
10;0;1,2,3,4,5;17:55
10;0;1,2,3,4,5;18:20
10;0;1,2,3,4,5;18:40
10;0;1,2,3,4,5;19:5
10;0;1,2,3,4,5;19:30
10;0;1,2,3,4,5;19:55
10;0;1,2,3,4,5;20:25
10;0;1,2,3,4,5;21:25
10;0;6,7;8:0
10;0;6,7;9:0
10;0;6,7;10:0
10;0;6,7;12:0
10;0;6,7;14:0
10;0;6,7;16:0
10;0;6,7;17:30
10;0;6,7;19:0
10;0;6,7;20:30
10;0;6;21:30
10;0;7;22:0
